Name,Age,Height,Weight,Exercise/week,Caloric Intake
Jason,60,82.6,168.2,9,4355
Francisco,69,70.55,99.74,5,5965
Paul,36,80.93,103.64,7,2837
Tim,30,69.7,105.85,1,3736
Joe,60,68.73,136.96,14,3846
Sergio,52,79.61,222.19,9,2349
Victor,53,83.5,233.17,1,2223
Justin,65,70.5,102.84,13,1317
Fernando,37,69.35,197.99,1,2769
Julio,61,59.86,109.13,4,4745
Christian,39,67.25,120.29,13,4546
William,32,76.29,229.02,6,2323
Sean,37,68.91,264.3,10,4271
Steve,52,77.48,117.88,4,2490
Roberto,47,64.43,295.55,4,3080
Martin,45,58.25,178.87,0,3358
Matthew,22,69.33,170.1,10,4955
Kyle,69,69.37,83.84,8,4384
Frank,42,83.5,117.02,11,2599
Joel,34,63.86,84.68,5,2542
Ricardo,25,59.43,142.94,3,5376
Stephen,61,60.61,117.41,4,5393
Thomas,12,78.37,175.69,9,5823
Jay,43,81.63,233.56,6,4707
Ben,38,63.69,273.88,2,2598
Patrick,20,83.85,136.41,5,928
Sam,67,60.25,133.75,6,5079
Kevin,32,58.98,190.72,1,3197
Antonio,15,76.4,118.84,5,5337
Josh,36,67.38,194.41,0,5448
Richard,14,65.07,269.11,8,1099
Andrew,18,78.39,274.89,8,5048
Daniel,42,73.45,77.18,0,4991
Chris,16,76.72,75.36,7,1819
Rafael,45,64.97,183.78,7,3385
David,13,75.36,124.18,10,3769
Omar,20,66.66,153.61,2,1628
Bob,57,64.33,198.15,12,4287
Hector,32,58.33,216.33,0,3910
Oscar,36,60.8,152.42,11,4881
Luis,59,83.32,204.43,3,1864
Jorge,36,61.42,123.21,8,1305
Tyler,47,81.19,299.51,0,903
James,48,58.97,119.68,9,5425
Peter,58,63.64,90.35,4,3430
Jesus,64,80.73,204.4,7,5818
Manuel,42,71.1,296.37,12,3854
George,14,77.3,98.57,1,5173
Mark,67,77.44,282.32,5,2481
John,70,74.09,169.3,10,3190
Stephanie,40,67.73,100.93,4,5940
Laura,18,71.92,144.69,9,2903
Veronica,34,73.96,109.74,7,5291
Barbara,65,72.86,223.73,11,2368
Cindy,47,58.04,140.35,13,4455
Brenda,51,72.63,257.6,2,3952
Adriana,40,77.43,185.17,0,5222
Debbie,26,58.98,127.66,4,1514
Jenny,24,82.33,256.34,9,3491
Hannah,28,68.43,270.2,13,5072
Anna,22,69.66,229.85,5,4696
Victoria,34,60.9,116.98,4,5832
Nancy,31,79.33,149.75,12,2877
Samantha,57,65.58,253.41,12,2714
Katie,12,75.52,78.74,1,4753
Claudia,29,79.95,281.09,7,4315
Rebecca,40,73.21,252.64,0,5517
Lauren,20,67.57,170.98,7,1235
Julie,29,69.69,181.28,2,1636
Teresa,46,68.29,88.9,10,3795
Sonia,54,76.65,180.35,13,3353
Crystal,46,67.13,231.45,9,3575
Jackie,20,75.54,272.61,0,3651
Heather,24,67.19,85.59,6,2023
Sara,54,80.21,242.63,3,5697
Kayla,17,64.35,101.75,11,4889
Melissa,69,68.93,283.09,11,2657
Emily,23,73.96,261.9,5,4510
Megan,66,78.76,276.92,8,2425
Diana,19,58.98,278.68,10,2445
Linda,54,78.14,147.69,5,1486
Marie,11,77.63,234.64,14,4135
Lisa,38,63.72,220.03,8,1419
Taylor,62,68.02,253.27,5,4195
Cynthia,24,71.43,156.06,5,2336
Sandra,48,61.27,160.08,12,2447
Sarah,23,67.07,215.27,6,3321
Julia,39,83.1,258.5,3,5241
Donna,40,78.34,150.5,12,4128
Norma,69,71.63,111.12,2,1623
Erin,29,72.74,294.67,14,5272
Rosa,65,61.3,98.77,8,4737
Angela,69,74.64,200.8,2,4277
Kathy,39,69.24,166.25,3,3904
Wendy,56,80.53,284.25,10,4543
Ana,54,70.4,83.01,8,4627
Erika,64,67.47,273.21,12,5393
Carol,11,82.6,158.96,4,2342
Jessica,35,63.08,115.26,1,2726
Judy,42,74.91,101.04,9,2991
