Name,Age,Height,Weight,Exercise/week,Caloric Intake
Brian,35,83.87,230.23,1,5416
Javier,21,68.36,114.57,8,3838
Tyler,32,81.04,176.1,2,3302
Tim,34,81.45,212.79,6,3324
Alejandro,47,83.41,153.17,3,5964
Jaime,42,67.05,79.42,14,1406
Francisco,40,82.06,79.04,7,2619
Bryan,65,61.17,195.36,12,5408
Steven,50,58.44,77.59,5,5283
Kevin,24,58.31,135.82,2,2595
Steve,65,72.41,90.83,14,5685
Martin,57,75.64,116.65,13,4655
Joel,51,75.6,223.94,7,4964
Jack,29,70.44,109.73,4,3858
Alex,20,79.55,78.56,1,1514
Aaron,48,70.32,79.62,9,2476
Greg,29,75.97,219.8,9,4496
Josh,21,65.79,135.85,3,2014
Hector,27,67.74,207.52,9,5748
Jesus,66,68.16,208.51,12,3667
Paul,60,62.61,245.11,4,2271
Luis,20,66.03,115.03,5,4237
Ricardo,59,71.11,281.81,6,5982
Scott,40,67.91,235.11,11,3018
Daniel,58,63.76,209.16,9,5364
Fernando,21,66.16,79.64,4,3616
Sean,36,66.5,208.9,8,5379
Oscar,44,67.35,158.76,6,4973
Victor,21,60.63,156.33,6,5556
George,21,58.45,221.26,5,4251
Kyle,27,59.35,133.14,1,3768
Andrea,12,70.95,288.54,4,3205
Manuel,62,68.4,149.6,0,3224
Richard,65,83.36,160.91,14,4973
Matthew,58,69.1,196.3,1,4030
Nick,38,66.39,272.91,14,1123
Roberto,47,69.27,78.25,13,4139
Pedro,54,70.76,134.04,10,5623
Chris,24,83.37,202.52,7,5242
Jordan,34,75.96,293.55,5,2181
Bob,38,72.89,163.04,6,1622
Angel,49,73.49,121.23,8,4264
James,42,78.74,201.78,11,4960
Thomas,43,70.47,252.56,3,4879
Omar,19,60.54,259.57,2,4688
Sergio,28,74.43,275.23,12,2100
Andrew,11,61.58,292.7,8,3563
Mark,59,69.97,119.41,6,3949
Stephen,59,83.28,153.12,6,2020
Jonathan,49,65.16,282.78,12,1645
Stephanie,49,75.37,88.64,8,1814
Angie,28,68.36,206.12,13,4531
Elizabeth,69,72.82,259.53,10,2363
Sara,32,74.42,158.05,12,4340
Maria,17,59.9,291.29,13,2297
Vanessa,53,69.83,243.9,14,2823
Michelle,27,60.31,128.4,2,3209
Emily,24,58.41,291.89,9,4333
Taylor,36,71.18,234.49,10,4542
Denise,63,76.12,116.84,6,2769
Julia,19,69.69,167.7,10,4765
Natalie,11,58.85,203.33,8,5313
Kelly,15,83.09,226.28,0,2241
Laura,21,67.61,208.19,2,2795
Alicia,66,72.77,118.76,4,2447
Yolanda,42,61.36,219.46,5,2485
Jennifer,10,58.73,103.77,14,2090
Shannon,12,61.48,253.88,5,3640
Judy,39,60.22,166.19,3,1732
Pamela,22,68.97,200.9,3,2120
Martha,50,68.09,85.73,11,5606
Crystal,22,81.53,281.37,12,5292
Janet,39,79.33,229.63,2,2389
Christina,67,68.95,215.33,12,5123
Donna,62,68.08,243.71,3,2797
Hannah,36,69.96,250.88,8,3427
Christine,28,63.87,203.34,12,3224
Cindy,40,69.87,283.71,9,3635
Gloria,60,80.94,126.82,6,5739
Claudia,30,76.67,243.27,5,5771
Sharon,61,72.61,121.55,12,4090
Samantha,39,77.21,84.29,4,4240
Jasmine,66,58.43,102.89,13,1246
Heather,46,77.89,278.83,9,3309
Anna,19,65.98,274.47,4,1770
Carmen,18,69.41,144.75,0,5196
Lori,37,73.59,288.3,7,1270
Erica,64,68.35,203.03,2,2992
Kathy,70,63.52,90.69,4,5548
Wendy,48,79.17,79.64,10,2592
Rebecca,69,74.95,268.91,1,5865
Diane,53,79.05,229.32,3,3137
Amanda,16,78.52,133.8,0,3012
Lauren,44,77.17,169.04,7,1144
Sarah,45,63.01,133.93,6,5494
Sandy,69,73.26,189.62,8,3377
Melissa,35,72.87,158.56,12,3150
Jenny,44,71.04,184.75,13,4397
Teresa,27,83.27,274.95,11,2477
Jessica,47,83.62,250.44,6,5870
