Name,Age,Height,Weight,Exercise/week,Caloric Intake
Rafael,48,76.05,240.57,2,5768
Josh,25,75.33,91.45,7,2265
Daniel,69,72.08,169.6,0,4334
Manuel,11,82.67,201.47,9,5402
Jose,34,66.16,99.82,12,1539
Jack,11,69.61,235.46,2,3278
Angel,24,62.86,132.3,14,3985
Jesus,21,72.79,199.62,2,3007
Charles,70,74.46,112.65,11,4752
Justin,36,66.09,133.86,2,4567
Javier,38,58.57,243.03,14,2279
Bob,66,67.95,279.05,11,4905
Julio,61,68.59,126.0,1,2414
Bryan,18,77.43,110.48,7,1858
Adam,68,65.53,257.82,13,1881
Richard,35,74.4,277.16,0,4391
Alex,39,70.83,77.46,14,1747
Jonathan,35,80.65,92.08,0,4900
Peter,42,80.15,223.18,6,3713
Alejandro,39,71.2,141.27,0,3441
Christian,30,60.36,128.98,6,5502
Matthew,24,63.25,214.97,2,5040
Sean,20,75.4,129.97,0,1094
Oscar,45,79.15,240.37,1,5622
Jim,18,73.79,272.96,13,3731
Dan,43,59.13,119.15,6,5449
Adrian,53,59.78,200.68,13,1875
Luis,52,79.42,295.22,0,2718
Andrew,22,70.29,133.81,8,5099
William,33,77.99,162.73,8,2817
Andrea,33,81.63,101.25,0,1036
Ryan,67,66.06,201.51,14,3298
Martin,14,68.34,150.86,11,2424
Jordan,33,65.23,141.79,12,1158
Ben,49,59.41,242.52,3,3988
Sergio,57,65.29,138.05,2,4042
David,62,83.25,142.06,10,2780
James,63,68.95,289.35,3,1797
Steve,35,67.92,97.82,0,1566
Anthony,59,58.56,122.0,12,5967
Jason,15,72.93,229.16,9,5641
Roberto,63,63.23,190.73,4,2710
Victor,20,81.62,263.55,10,4306
Mark,18,80.27,280.07,9,3417
Raul,70,69.18,157.94,8,2336
Thomas,35,76.35,113.58,4,2849
John,18,83.0,199.01,3,3540
Kyle,26,76.48,256.28,13,4949
Nick,62,75.66,207.35,11,3804
Francisco,39,61.08,161.99,10,4596
Tina,67,60.22,274.54,9,3355
Diana,40,66.44,241.37,0,1320
Lori,55,76.61,244.02,2,5691
Blanca,54,61.65,265.35,4,5528
Hannah,43,72.37,200.55,0,1050
Kim,37,75.02,286.43,11,5963
Sandra,67,75.33,182.53,2,5887
Katie,55,60.88,151.91,9,1055
Carmen,45,66.4,105.06,11,1671
Vanessa,10,81.06,129.59,7,3006
Nancy,37,83.4,198.96,1,1182
Jasmine,42,64.63,202.2,12,5337
Shannon,30,76.78,88.89,7,2813
Erika,13,78.38,152.34,6,4865
Jackie,38,63.7,215.11,1,1708
Lisa,52,79.12,127.63,14,3720
Anna,33,59.09,280.35,12,5726
Carol,14,69.19,126.23,1,1505
Janet,36,59.01,114.29,1,5113
Erica,18,77.53,265.81,4,3148
Jennifer,62,59.19,242.87,6,1065
Sara,27,72.45,89.65,5,2732
Christine,11,66.99,133.57,11,1107
Patricia,52,75.66,170.95,8,5684
Christina,12,69.97,271.11,6,4859
Laura,66,64.21,130.78,12,3050
Megan,14,60.09,264.52,5,1933
Judy,40,63.85,111.59,7,3298
Silvia,27,67.23,280.55,11,5547
Karen,65,71.84,194.77,6,5883
Taylor,21,80.39,104.71,8,2394
Mary,36,59.24,80.18,13,3727
Denise,11,60.48,222.89,13,3351
Erin,44,82.06,205.68,4,1476
Alicia,50,62.24,81.25,14,3847
Lauren,64,68.08,166.51,9,4354
Emily,18,65.08,179.97,4,3941
Danielle,31,74.79,237.59,2,1041
Emma,12,65.69,92.39,4,5432
Ashley,42,67.85,235.3,1,4397
Pamela,11,61.86,82.42,11,1708
Julie,32,68.83,230.47,2,1991
Yolanda,36,81.46,216.52,14,1785
Donna,69,76.72,172.12,9,5054
Angela,12,70.28,154.03,11,5805
Sharon,20,68.16,128.08,9,1418
Nicole,38,75.42,218.93,1,2045
Samantha,42,68.57,190.79,14,3102
Crystal,61,67.36,256.62,11,1177
Cynthia,48,69.08,158.59,0,4654
